index,respondent,respondent_type,time,start,end,start_act,end_act,start_match,end_match,n_obs,na,type,update,success,comments
1,US48,Demand,2024-05-26 05:11:43.327512,2015-07-01 05:00:00,2024-04-26 14:00:00,2015-07-01 05:00:00,2024-04-26 14:00:00,True,True,77338,0,backfill,True,True,Initial data backfill
